CI,Condition,Imaging_method,Colony,X_centerPx,Y_centerPx,X_centerUm,Y_centerUm,RadiusPx,RadiusUm,Spatial_calibration,Frame,Timepoint
CI1464,patient,EP,1,2594.14170337739,964.099118942731,70238.8148306982,26103.886077501,26.7419543444767,724.063445326537,27.0759360366676,1,24
CI1464,patient,EP,2,2633.11086637298,2111.1563876652,71293.9413953694,57161.5353158252,28.0724677113076,760.088340142783,27.0759360366676,1,24
CI1464,patient,EP,3,2941.12591776799,2578.1875917768,79633.7372252715,69806.8423254788,22.8454539816147,618.562050734834,27.0759360366676,1,24
CI1464,patient,EP,1,2680.08333333333,875.043685756241,72565.7649062724,23692.6268648259,20.6321579334186,558.634988503666,27.0759360366676,2,24
CI1464,patient,EP,2,2382.0627753304,1052.61930983847,64496.5793401728,28500.6531041477,16.2284658695438,439.400903857013,27.0759360366676,2,24
CI1464,patient,EP,3,2098.44456681351,1134.16262848752,56817.3508675353,30708.5147841069,26.2883037775917,711.780431594562,27.0759360366676,2,24
CI1464,patient,EP,4,2837.01431718062,1199.60756240822,76814.8181870927,32480.4976288678,26.6755852719632,722.26644056435,27.0759360366676,2,24
CI1464,patient,EP,5,3554.48825256975,1524.99486049927,96241.0965696651,41290.663299125,20.2293288806032,547.728014835925,27.0759360366676,2,24
CI1464,patient,EP,6,3542.47063142438,1707.26211453744,95915.70822822,46225.7198110418,28.3417972023794,767.380688215832,27.0759360366676,2,24
CI1464,patient,EP,7,2320.58994126285,2286.61343612335,62832.1448169672,61912.1991370606,23.2846186992747,630.452846539756,27.0759360366676,2,24
CI1464,patient,EP,8,2277.06093979442,2384.52202643172,61653.556357468,64563.1658656903,28.6262891227004,775.08357325339,27.0759360366676,2,24
CI1464,patient,EP,9,3389.14647577093,2700.66776798825,91764.3131968711,73123.1077423399,23.9916719621429,649.596975459695,27.0759360366676,2,24
CI1464,patient,EP,1,2483.55947136564,318.713656387665,68329.1429333817,8768.63680262856,28.7040923874707,789.723803327328,27.5125857549163,3,24
CI1464,patient,EP,1,2652.25550660793,855.180616740088,71934.5039323469,23194.2183867621,32.8629368683283,891.308946477261,27.1220113420923,4,24
CI1464,patient,EP,2,2657.01321585903,1022.65198237885,72063.5425766177,27736.3786650924,27.7977585395623,753.931122394752,27.1220113420923,4,24
CI1464,patient,EP,3,2109.20264317181,1392.80616740088,57205.8180108767,37775.7046695828,26.3495876960709,714.653816352289,27.1220113420923,4,24
CI1464,patient,EP,4,2377.09691629956,2491.86784140969,64471.6495251292,67584.4678577086,20.6486111641749,560.031866193204,27.1220113420923,4,24
CI1464,patient,EP,5,2216.10682819383,1600.58039647577,60105.2745295613,43410.9596671464,4.1286841359818,111.978217964015,27.1220113420923,4,24
CI1464,patient,EP,6,2175.15418502203,405.083700440529,58994.5564769669,10986.6847178447,26.5569999172063,720.279252966414,27.1220113420923,4,24
