CI,Condition,Imaging_method,Colony,X_centerPx,Y_centerPx,X_centerUm,Y_centerUm,RadiusPx,RadiusUm,Spatial_calibration,Frame,Timepoint
CI1706,patient,EP,1,1991,1963,51391.1208201873,50668.3928528516,37,955.0333854078,25.8117131191297,1,24
CI1706,patient,EP,2,2124,993,54824.0786650315,25631.0311272958,30,774.351393573892,25.8117131191297,1,24
CI1706,patient,EP,3,2429,2343,62696.6511663661,60476.8438381209,32,825.974819812151,25.8117131191297,1,24
CI1706,patient,EP,4,2479,2462,63987.2368223226,63548.4376992974,34,877.598246050411,25.8117131191297,1,24
CI1706,patient,EP,5,2537,2782,65484.3161832321,71808.1858974189,34,877.598246050411,25.8117131191297,1,24
CI1706,patient,EP,6,2581,2978,66620.0315604738,76867.2816687683,33,851.786532931281,25.8117131191297,1,24
CI1706,patient,EP,7,2867,2057,74002.1815125449,53094.6938860498,30,774.351393573892,25.8117131191297,1,24
CI1706,patient,EP,8,2919,1891,75344.3905947397,48809.9495082743,28,722.727967335632,25.8117131191297,1,24
CI1706,patient,EP,9,2946,1094,76041.3068489562,28238.0141523279,32,825.974819812151,25.8117131191297,1,24
CI1706,patient,EP,10,2951,1815,76170.3654145518,46848.2593112204,32,825.974819812151,25.8117131191297,1,24
CI1706,patient,EP,11,2975,2309,76789.8465294109,59599.2455920705,29,748.539680454762,25.8117131191297,1,24
CI1706,patient,EP,12,2994,1884,77280.2690786744,48629.2675164404,21,542.045975501724,25.8117131191297,1,24
CI1706,patient,EP,13,3010,2993,77693.2564885805,77254.4573655553,34,877.598246050411,25.8117131191297,1,24
CI1706,patient,EP,14,3088,1876,79706.5701118726,48422.7738114874,31,800.163106693021,25.8117131191297,1,24
CI1706,patient,EP,15,3107,1057,80196.9926611361,27282.9807669201,33,851.786532931281,25.8117131191297,1,24
CI1706,patient,EP,16,3166,1316,81719.8837351647,33968.2144647747,30,774.351393573892,25.8117131191297,1,24
CI1706,patient,EP,17,3213,1611,82933.0342517638,41582.669834918,28,722.727967335632,25.8117131191297,1,24
CI1706,patient,EP,18,3279,2152,84636.6073176264,55546.8066323672,32,825.974819812151,25.8117131191297,1,24
CI1706,patient,EP,19,3324,847,85798.1344079872,21862.5210119029,39,1006.65681164606,25.8117131191297,1,24
CI1706,patient,EP,20,3418,1537,88224.4354411854,39672.6030641024,34,877.598246050411,25.8117131191297,1,24
CI1706,patient,EP,21,3414,1797,88121.1885887089,46383.6484750761,24,619.481114859113,25.8117131191297,1,24
CI1706,patient,EP,22,3443,3071,88869.7282691636,79267.7709888474,30,774.351393573892,25.8117131191297,1,24
CI1706,patient,EP,23,3566,1409,92044.5689828166,36368.7037848538,34,877.598246050411,25.8117131191297,1,24
CI1706,patient,EP,24,3563,1784,91967.1338434592,46048.0962045274,30,774.351393573892,25.8117131191297,1,24
CI1706,patient,EP,25,3574,1356,92251.0626877696,35000.6829895399,30,774.351393573892,25.8117131191297,1,24
CI1706,patient,EP,26,3608,2569,93128.6609338201,66310.2910030443,35,903.40995916954,25.8117131191297,1,24
CI1706,patient,EP,27,3639,1931,93928.8240405131,49842.4180330395,36,929.22167228867,25.8117131191297,1,24
CI1706,patient,EP,28,3645,2987,94083.6943192278,77099.5870868405,25,645.292827978243,25.8117131191297,1,24
CI1706,patient,EP,29,3786,2567,97723.1458690251,66258.667576806,33,851.786532931281,25.8117131191297,1,24
CI1706,patient,EP,30,3916,1799,101078.668574512,46435.2719013144,37,955.0333854078,25.8117131191297,1,24
CI1706,patient,EP,31,4019,2700,103737.275025782,69691.6254216503,38,980.84509852693,25.8117131191297,1,24
CI1706,patient,EP,32,4167,2033,107557.408567414,52475.2127711907,36,929.22167228867,25.8117131191297,1,24
