CI,Condition,Imaging_method,Colony,X_centerPx,Y_centerPx,X_centerUm,Y_centerUm,RadiusPx,RadiusUm,Spatial_calibration,Frame,Timepoint
CI1378,patient,EP,1,2024,1972,55791.8156673741,54358.4290988447,16,441.042021085961,27.5651263178726,1,24
CI1378,patient,EP,2,1761.60756307145,1747.65471013951,48558.9349985841,48174.3228450205,30,826.953789536177,27.5651263178726,1,24
CI1378,patient,EP,3,3076.37878730506,532.383770486851,84800.7698736877,14675.2258830553,30,826.953789536177,27.5651263178726,1,24
CI1378,patient,EP,4,2201.78859132112,1382,60692.5806450175,38095.0045712999,30,826.953789536177,27.5651263178726,1,24
CI1378,patient,EP,5,2240.5,1084.5,61759.6655151935,29894.3794917328,30,826.953789536177,27.5651263178726,1,24
CI1378,patient,EP,6,1950.5,2407,53765.7788830105,66349.2590471193,30,826.953789536177,27.5651263178726,1,24
CI1378,patient,EP,7,2543,2810.76156291583,70098.11622635,77478.9975311959,27.5,758.040973741496,27.5651263178726,1,24
CI1378,patient,EP,8,2267.02190744977,2078.2341230738,62490.7452442373,57286.7861206425,25,689.128157946814,27.5651263178726,1,24
CI1378,patient,EP,9,3983.6832574091,2204.78030400406,109810.732200876,60775.0475830294,30,826.953789536177,27.5651263178726,1,24
CI1378,patient,EP,10,1940.81357128558,2629.78981968649,53498.7712519283,72490.4885691134,30,826.953789536177,27.5651263178726,1,24
CI1378,patient,EP,11,1787.60558228748,1867.34901863518,49275.5736822886,51473.7115782342,35.2,970.292446389115,27.5651263178726,1,24
CI1378,patient,EP,12,3493.55560238319,2230.33605268109,96300.3014782041,61479.4950234596,35.2,970.292446389115,27.5651263178726,1,24
CI1378,patient,EP,13,3028.07867984836,2152.92199212072,83469.3713104769,59345.5666653334,35.2,970.292446389115,27.5651263178726,1,24
CI1378,patient,EP,14,3046.8,1576.41689697394,83985.4268652942,43454.1308947153,35.2,970.292446389115,27.5651263178726,1,24
CI1378,patient,EP,15,2235.30459738598,2449.81710995339,61616.4535858658,67529.5180915506,35.2,970.292446389115,27.5651263178726,1,24
CI1378,patient,EP,16,2839.0367318533,3147.79548101236,78258.4061346162,86769.3800569343,35.2,970.292446389115,27.5651263178726,1,24
CI1378,patient,EP,1,1992.94937501199,2741.5341087075,54935.9012673307,75570.7340112786,30,826.953789536177,27.5651263178726,2,24
CI1378,patient,EP,1,3896.88155337451,1810.61332312814,107418.032264556,49909.7849648501,27.5,758.040973741496,27.5651263178726,3,24
CI1378,patient,EP,2,1471.54217328284,2315.6069293851,40563.2458886183,63829.9975110412,30,826.953789536177,27.5651263178726,3,24
