CI,Condition,Imaging_method,Colony,X_centerPx,Y_centerPx,X_centerUm,Y_centerUm,RadiusPx,RadiusUm,Spatial_calibration,Frame,Timepoint
CI1466,patient,EP,1,3516.131424,633.0315712,94555.03287,17023.34577,43.2303725,1162.541669,26.89178004,1,48
CI1466,patient,EP,2,3507.118209,739.1872247,94312.65145,19878.06026,14.65408556,394.0744457,26.89178004,1,48
CI1466,patient,EP,3,3660.665198,1123.101322,98441.80332,30202.19371,38.24497568,1028.475474,26.89178004,1,48
CI1466,patient,EP,4,3714.744493,1161.157122,99896.09183,31225.58192,43.03074728,1157.173391,26.89178004,1,48
CI1466,patient,EP,5,3829.191997,1198.52533,102973.7889,32230.47956,6.224529252,167.3886715,26.89178004,1,48
CI1466,patient,EP,6,3787.130323,1223.562041,101842.6756,32903.76128,36.81793431,990.0997911,26.89178004,1,48
CI1466,patient,EP,7,3987.339941,1486.178414,107226.6687,39965.98302,45.69090796,1228.709847,26.89178004,1,48
CI1466,patient,EP,8,2053.181351,966.1872247,55213.70128,25982.49433,44.01982153,1183.771358,26.89178004,1,48
CI1466,patient,EP,9,1763.226872,1587.997797,47416.30921,42704.08748,21.3499592,574.1384067,26.89178004,1,48
CI1466,patient,EP,10,2956.134728,1924.042217,79495.72489,51740.9201,12.1713494,327.309251,26.89178004,1,48
CI1466,patient,EP,11,2850.193098,2262.370778,76646.76588,60839.17735,33.45583946,899.6870759,26.89178004,1,48
CI1466,patient,EP,12,2101.245962,2191.325257,56506.24422,58928.63681,31.21607737,839.4558865,26.89178004,1,48
CI1466,patient,EP,13,2472.279736,2745.37812,66484.00286,73828.10455,41.31338166,1110.990372,26.89178004,1,48
CI1466,patient,EP,14,2399.17254,2754.391336,64518.02024,74070.48597,42.46203399,1141.879678,26.89178004,1,48
CI1466,patient,EP,15,2233.93025,2708.323789,60074.3609,72831.64761,28.25230599,759.7547983,26.89178004,1,48
CI1466,patient,EP,16,3103.166667,2543.244493,83449.67544,68392.37151,46.9914709,1263.684299,26.89178004,1,48
CI1466,patient,EP,17,2955.950808,2556.263583,79490.77894,68742.47801,31.19984858,839.0194655,26.89178004,1,48
CI1466,patient,EP,18,3093.504772,2815.199339,83189.8499,75705.72141,35.28309987,948.8253608,26.89178004,1,48
CI1466,patient,EP,19,2710.325991,1192.831131,72885.4904,32077.3524,0,0,26.89178004,1,48
CI1466,patient,EP,20,3371.295154,1505.28928,90660.12775,40479.90823,0,0,26.89178004,1,48
CI1466,patient,EP,21,1726.668502,2792.153084,46433.18957,75085.96657,10.45653212,281.1947618,26.89178004,1,48
CI1466,patient,EP,22,1687.921439,1302.503671,45391.21207,35026.64223,4.864248649,130.8083048,26.89178004,1,48
CI1466,patient,EP,1,4053.319383,1914.410426,109000.9733,51481.90408,54.10528809,1454.987507,26.89178004,2,48
CI1466,patient,EP,2,3504.366373,2500.276799,94238.64969,67236.89372,24.48790579,658.5233763,26.89178004,2,48
CI1466,patient,EP,3,4015.404185,1685.946035,107981.3661,45338.08994,8.512824092,228.924993,26.89178004,2,48
CI1466,patient,EP,4,2120.934655,732.1769457,57035.70823,19689.54138,10.50761233,282.5683996,26.89178004,2,48
CI1466,patient,EP,5,2490.476505,792.2650514,66973.34638,21305.4175,9.912350714,266.5607551,26.89178004,2,48
CI1466,patient,EP,6,2992.36931,3159.451542,80470.13729,84963.27592,8.299372336,223.1848954,26.89178004,2,48
CI1466,patient,EP,7,2775.554699,2889.053965,74639.60646,77691.80375,3.451225076,92.80958563,26.89178004,2,48
CI1466,patient,EP,8,3860.159325,1041.363436,103806.5555,28004.11647,0,0,26.89178004,2,48
CI1466,patient,EP,9,3275.659325,696.1277533,88088.31005,18720.11442,0,0,26.89178004,2,48
CI1466,patient,EP,10,3156.56351,743.5591043,84885.61159,19995.62788,0,0,26.89178004,2,48
CI1466,patient,EP,11,3715.225404,1284.018355,99909.02437,34529.53918,0,0,26.89178004,2,48
CI1466,patient,EP,12,3760.240088,1700.334068,101119.5494,45725.00974,0,0,26.89178004,2,48
CI1466,patient,EP,13,3996.476505,2047.27533,107472.3671,55054.87787,0,0,26.89178004,2,48
CI1466,patient,EP,14,2355.181351,2645.392805,63335.01885,71139.32143,0,0,26.89178004,2,48
CI1466,patient,EP,15,1593.025698,2068.254772,42839.29666,55619.05241,0,0,26.89178004,2,48
CI1466,patient,EP,1,3248.32746,899.948605,87353.30755,24201.21994,55.27216308,1486.366852,26.89178004,3,48
CI1466,patient,EP,2,3136.162996,1639.032305,84337.00546,44076.49624,40.70825086,1094.717328,26.89178004,3,48
CI1466,patient,EP,3,3256.310573,2420.250367,87567.98767,65084.84052,33.2736829,894.7885618,26.89178004,3,48
CI1466,patient,EP,4,2292.284141,2555.228341,61643.60092,68714.6385,39.54708164,1063.491421,26.89178004,3,48
CI1466,patient,EP,5,2153.137298,2832.395742,57901.69462,76168.16328,46.39490178,1247.641494,26.89178004,3,48
CI1466,patient,EP,1,1605.01395,1859.240088,43161.68211,49998.2755,36.13410075,971.7102895,26.89178004,4,48
CI1466,patient,EP,2,2146.292952,1906.298825,57717.63796,51263.76871,47.47399723,1276.660291,26.89178004,4,48
CI1466,patient,EP,3,2024.589941,2221.606094,54444.82738,59742.94242,11.67217888,313.8856671,26.89178004,4,48
CI1466,patient,EP,4,2464.152349,2476.67511,66265.44298,66602.2023,46.17605669,1241.75636,26.89178004,4,48
CI1466,patient,EP,5,2670.123348,2655.116006,71804.36976,71400.79562,29.93714176,805.0630314,26.89178004,4,48
