CI,Condition,Imaging_method,Colony,X_centerPx,Y_centerPx,X_centerUm,Y_centerUm,RadiusPx,RadiusUm,Spatial_calibration,Frame,Timepoint
CI1706,patient,EP,1,1855,2042,44540.1153042365,49030.1431004048,96,2305.0410076586,24.0108438297771,1,48
CI1706,patient,EP,2,1989,996,47757.5683774266,23914.800454458,97,2329.05185148838,24.0108438297771,1,48
CI1706,patient,EP,3,2327,2430,55873.2335918913,58346.3505063583,96,2305.0410076586,24.0108438297771,1,48
CI1706,patient,EP,4,2393,2565,57457.9492846566,61587.8144233782,95,2281.03016382882,24.0108438297771,1,48
CI1706,patient,EP,5,2454,2901,58922.610758273,69655.4579501833,96,2305.0410076586,24.0108438297771,1,48
CI1706,patient,EP,6,2508,3118,60219.1963250809,74865.811061245,97,2329.05185148838,24.0108438297771,1,48
CI1706,patient,EP,7,2793,2124,67062.2868165674,50999.0322944465,89,2136.96510085016,24.0108438297771,1,48
CI1706,patient,EP,8,2863,1088,68743.0458846518,26123.7980867975,94,2257.01931999905,24.0108438297771,1,48
CI1706,patient,EP,9,2846,1941,68334.8615395456,46605.0478735973,81,1944.87835021194,24.0108438297771,1,48
CI1706,patient,EP,10,2930,1943,70351.7724212469,46653.0695612569,59,1416.63978595685,24.0108438297771,1,48
CI1706,patient,EP,11,2885,1853,69271.2844489069,44492.0936165769,79,1896.85666255239,24.0108438297771,1,48
CI1706,patient,EP,12,2917,2392,70039.6314514598,57433.9384408268,91,2184.98678850972,24.0108438297771,1,48
CI1706,patient,EP,13,2971,3129,71336.2170182677,75129.9303433725,97,2329.05185148838,24.0108438297771,1,48
CI1706,patient,EP,14,3044,1044,73089.0086178414,25067.3209582873,91,2184.98678850972,24.0108438297771,1,48
CI1706,patient,EP,15,3037,1925,72920.932711033,46220.8743723209,79,1896.85666255239,24.0108438297771,1,48
CI1706,patient,EP,16,3109,1322,74649.713466777,31742.3355429653,89,2136.96510085016,24.0108438297771,1,48
CI1706,patient,EP,17,3161,1639,75898.2773459254,39353.7730370046,81,1944.87835021194,24.0108438297771,1,48
CI1706,patient,EP,18,3243,2220,77867.1665399671,53304.0733021051,90,2160.97594467994,24.0108438297771,1,48
CI1706,patient,EP,19,3262,809,78323.3725727329,19424.7726582897,96,2305.0410076586,24.0108438297771,1,48
CI1706,patient,EP,20,3378,1558,81108.630456987,37408.8946867927,86,2064.93256936083,24.0108438297771,1,48
CI1706,patient,EP,21,3381,1838,81180.6629884763,44131.9309591303,73,1752.79159957373,24.0108438297771,1,48
CI1706,patient,EP,22,3427,3203,82285.1618046461,76906.732786776,94,2257.01931999905,24.0108438297771,1,48
CI1706,patient,EP,23,3542,1417,85046.4088450704,34023.3657067941,90,2160.97594467994,24.0108438297771,1,48
CI1706,patient,EP,24,3546,1357,85142.4522203895,32582.7150770075,84,2016.91088170128,24.0108438297771,1,48
CI1706,patient,EP,25,3543,1816,85070.4196889002,43603.6923948752,77,1848.83497489284,24.0108438297771,1,48
CI1706,patient,EP,26,3595,2654,86318.9835680486,63724.7795242284,93,2233.00847616927,24.0108438297771,1,48
CI1706,patient,EP,27,3620,1984,86919.254663793,47637.5141582777,88,2112.95425702038,24.0108438297771,1,48
CI1706,patient,EP,28,3649,3107,87615.5691348566,74601.6917791174,88,2112.95425702038,24.0108438297771,1,48
CI1706,patient,EP,29,3790,2654,91001.0981148552,63724.7795242284,90,2160.97594467994,24.0108438297771,1,48
CI1706,patient,EP,30,3922,1824,94170.5295003857,43795.7791455134,95,2281.03016382882,24.0108438297771,1,48
CI1706,patient,EP,31,4187,2091,100533.403115277,50206.6744480639,93,2233.00847616927,24.0108438297771,1,48
CI1706,patient,EP,32,4039.4126984127,2799.1746031746,96989.7074656058,67210.5442491037,105.635564852732,2536.39905054924,24.0108438297771,1,48
